YEAR,STATE,ELSED_GF,ELSED_FF,ELSED_OF,ELSED_BF,ELSED_TOT,HGRED_GF,HGRED_FF,HGRED_OF,HGRED_BF,HGRED_TOT,TANF_GF,TANF_FF,TANF_OF,TANF_BF,TANF_TOT,OTCA_GF,OTCA_FF,OTCA_OF,OTCA_BF,OTCA_TOT,MCAID_GF,MCAID_FF,MCAID_OF,MCAID_BF,MCAID_TOT,CORR_GF,CORR_FF,CORR_OF,CORR_BF,CORR_TOT,TRANS_GF,TRANS_FF,TRANS_OF,TRANS_BF,TRANS_TOT,OTHER_GF,OTHER_FF,OTHER_OF,OTHER_BF,OTHER_TOT,ELCAP GF,ELCAP FF,ELCAP OF,ELCAP BF,ELCAP TOT,HEDCP_GF,HEDCP_FF,HEDCP_OF,HEDCP_BF,HEDCP_TOT,CORCP_GF,CORCP_FF,CORCP_OF,CORCP_BF,CORCP_TOT,TRCAP_GF,TRCAP_FF,TRCAP_OF,TRCAP_BF,TRCAP_TOT,HSCAP_GF,HSCAP_FF,HSCAP_OF,HSCAP_BF,HSCAP_TOT,ENVCP_GF,ENVCP_FF,ENVCP_OF,ENVCP_BF,ENVCP_TOT,OTHCP_GF,OTHCP_FF,OTHCP_OF,OTHCP_BF,OTHCP_TOT,GFTOT_CAPI,FFTOT_CAPI,OFTOT_CAPI,BFTOT_CAPI,TOTAL_CAPI,GFTOT_CAP,FFTOT_CAP,OFTOT_CAP,BFTOT_CAP,TOTAL_CAP,SALES,PIT,CIT,GAMING,OTHER,TOTAL REV,TANF FF,TANF OF,TANF BF,TANF TOT,,,,,,,,,,
1993,Virginia,2328.3,226.0,88.3,0.0,2642.6,885.2,247.6,827.7,63.6,2024.1,115.4,115.4,0.0,0.0,230.8,21.2,31.7,0.0,0.0,52.9,879.8,892.7,0.0,0.0,1772.5,536.9,9.2,0.8,0.0,546.9,0.0,214.9,1398.5,39.4,1652.8,1607.9,711.8,2850.6,9.1,5179.4,,,,,0.0,13.8,0.5,37.8,63.6,115.7,5.1,0.0,0.0,0.0,5.1,0.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,2.7,5.1,8.5,15.2,4.0,14.8,1.7,35.7,6374.7,2449.3,5165.9,112.1,14102.0,34.5,4.8,57.5,70.4,167.2,,,,,,,,,,,,,,,,,,,,
1993,Washington,3660.8,171.3,235.1,0.0,4067.2,951.0,6.2,244.9,82.2,1284.3,259.3,364.1,0.0,0.0,623.4,96.2,15.7,0.0,0.0,111.9,918.6,1297.8,0.0,0.0,2216.4,261.0,0.7,30.6,10.4,302.7,18.6,379.1,836.4,106.7,1340.8,1575.7,729.3,1132.8,298.3,3736.1,,,,,0.0,0.0,0.0,29.1,82.2,111.3,0.0,0.5,0.5,10.4,11.4,0.0,357.9,224.4,106.7,689.0,0.0,0.0,0.0,47.7,47.7,0.4,7.6,38.4,10.8,57.2,0.0,1.7,133.5,106.3,241.5,7741.2,2964.2,2479.8,497.6,13682.8,0.4,367.7,425.9,364.1,1158.1,,,,,,,,,,,,,,,,,,,,
1993,West Virginia,1159.6,153.6,9.8,18.8,1341.8,293.3,38.5,226.2,13.7,571.7,23.0,89.7,3.9,0.0,116.6,1.4,3.0,0.0,0.0,4.4,133.7,867.6,150.7,0.0,1152.0,29.4,0.3,2.3,54.4,86.4,4.9,235.3,376.5,9.2,625.9,383.0,326.7,464.7,0.0,1174.4,,,,,0.0,0.0,0.1,17.0,13.7,30.8,0.0,0.0,0.0,54.4,54.4,3.1,231.3,98.5,9.2,342.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17.3,2028.3,1714.7,1234.1,96.1,5073.2,3.1,231.4,115.5,94.6,444.6,,,,,,,,,,,,,,,,,,,,
1993,Wisconsin,2372.2,235.6,225.9,0.0,2833.7,938.7,418.4,1116.1,0.0,2473.2,157.2,244.7,0.0,0.0,401.9,162.8,0.0,0.0,0.0,162.8,801.4,1233.6,0.0,0.0,2035.0,256.7,0.1,26.1,0.0,282.9,0.0,315.7,947.0,0.0,1262.7,2233.2,909.4,1954.7,0.0,5097.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922.2,3357.5,4269.8,0.0,14549.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1993,Wyoming,5.9,35.1,322.0,0.0,363.0,122.4,2.2,25.5,8.0,158.1,9.4,19.5,0.0,0.0,28.9,0.3,0.0,0.0,0.0,0.3,35.6,90.6,0.0,0.0,126.2,21.2,0.0,2.7,1.3,25.2,0.5,121.8,148.9,0.0,271.2,225.9,120.2,455.9,2.4,804.4,,,,,0.0,0.4,0.0,0.0,8.0,8.4,0.0,0.0,0.0,1.3,1.3,0.0,79.0,42.5,0.0,121.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,4.4,421.2,389.4,955.0,11.7,1777.3,0.4,79.0,44.5,11.7,135.6,,,,,,,,,,,,,,,,,,,,
1994,Alabama,1959.8,408.5,60.0,0.0,2428.3,921.1,371.2,1510.9,0.0,2803.2,9.2,58.0,15.0,0.0,82.2,0.0,0.0,1.4,0.0,1.4,197.6,1282.1,346.3,0.0,1826.0,195.5,2.5,28.2,4.0,230.2,1.8,312.5,399.2,9.6,723.1,593.6,641.2,1362.6,0.0,2597.4,,,,,0.0,1.1,0.0,0.0,0.0,1.1,2.4,0.0,0.5,4.0,6.9,0.2,312.5,109.7,9.6,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.2,3878.6,3076.0,3723.6,13.6,10691.8,15.9,312.5,110.2,13.6,452.2,,,,,,,,,,,,,,,,,,,,
1994,Alaska,738.7,83.9,19.2,0.0,841.8,189.5,59.5,151.1,0.0,400.1,55.6,55.4,11.5,0.0,122.5,38.0,0.2,22.0,0.0,60.2,126.8,136.0,1.4,0.0,264.2,135.5,0.0,3.6,0.0,139.1,171.1,411.8,237.6,0.0,820.5,1577.5,221.4,533.0,0.0,2331.9,,,,,0.0,18.8,6.9,1.3,0.0,27.0,4.0,0.0,0.0,0.0,4.0,43.0,411.2,40.3,0.0,494.5,0.0,9.1,19.0,0.0,28.1,43.5,3.0,2.3,0.0,48.8,506.7,11.7,80.2,0.0,598.6,3032.7,968.2,979.4,0.0,4980.3,616.0,441.9,143.1,0.0,1201.0,,,,,,,,,,,,,,,,,,,,
1994,Arizona,1556.1,340.5,4.9,0.0,1901.5,630.5,258.5,13.0,0.0,902.0,86.6,192.3,0.0,0.0,278.9,18.2,4.1,0.0,0.0,22.3,386.5,997.3,0.0,0.0,1383.8,312.3,2.0,24.8,0.0,339.1,0.1,251.2,486.3,69.3,806.9,944.5,953.2,1455.8,0.0,3353.5,,,,,0.0,3.4,0.0,0.0,0.0,3.4,1.2,0.0,2.0,0.0,3.2,0.0,196.1,296.2,69.3,561.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.6,0.0,7.6,3934.8,2999.1,1984.8,69.3,8988.0,7.6,196.1,302.8,69.3,575.8,,,,,,,,,,,,,,,,,,,,
1994,Arkansas,1058.7,190.0,177.4,0.0,1426.1,370.6,2.8,679.0,16.4,1068.8,16.0,46.7,0.0,0.0,62.7,61.0,84.2,5.2,0.0,150.4,229.1,811.7,53.8,0.0,1094.6,92.8,0.0,19.8,0.0,112.6,0.4,0.0,527.8,0.0,528.2,370.6,661.2,1110.7,22.1,2164.6,,,,,0.0,0.0,0.0,1.9,16.4,18.3,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,10.5,0.0,12.5,2199.2,1796.6,2573.7,38.5,6608.0,1.9,0.1,13.1,16.4,31.5,,,,,,,,,,,,,,,,,,,,
1994,California,13538.6,2232.2,592.6,31.9,16395.3,4524.8,636.1,1038.1,1024.1,7223.1,2757.0,2874.0,0.0,0.0,5631.0,2485.5,350.7,0.0,0.0,2836.2,5827.1,9466.2,1912.5,0.0,17205.8,3065.7,1.7,44.9,555.5,3667.8,0.0,2020.1,3688.3,303.9,6012.3,6759.2,15022.8,7139.3,251.1,29172.4,,,,,0.0,0.0,0.0,356.7,1019.1,1375.8,0.0,0.0,0.0,396.7,396.7,0.0,1220.0,408.0,88.2,1716.2,0.0,4.6,3.7,2.2,10.5,0.0,1.5,635.4,81.7,718.6,0.0,55.6,44.0,14.5,114.1,38957.9,32603.8,14415.7,2166.5,88143.9,0.0,1281.7,1447.8,1602.4,4331.9,,,,,,,,,,,,,,,,,,,,
1994,Colorado,1416.7,159.9,58.1,0.0,1634.7,586.5,30.1,642.5,0.0,1259.1,39.6,70.0,26.0,0.0,135.6,10.0,0.0,2.2,0.0,12.2,521.7,590.3,29.1,0.0,1141.1,373.0,2.8,40.8,0.0,416.6,0.0,278.8,325.7,0.0,604.5,610.3,525.3,1039.7,0.0,2175.3,,,,,0.0,54.8,3.2,29.0,0.0,87.0,135.8,0.0,0.0,0.0,135.8,0.0,278.8,99.9,0.0,378.7,0.0,0.0,0.0,0.0,0.0,0.0,118.5,25.2,0.0,143.7,44.0,1.7,17.6,0.0,63.3,3557.8,1657.2,2164.1,0.0,7379.1,234.6,402.2,171.7,0.0,808.5,,,,,,,,,,,,,,,,,,,,
1994,Connecticut,1515.2,179.4,3.2,131.2,1829.0,514.4,41.1,583.2,125.7,1264.4,197.3,197.3,0.0,0.0,394.6,262.0,10.0,0.0,0.0,272.0,975.0,975.0,0.0,0.0,1950.0,346.0,1.3,0.0,42.1,389.4,0.0,377.7,739.3,204.5,1321.5,4094.3,320.3,142.7,254.9,4812.2,,,,,0.0,0.0,0.0,0.0,125.7,125.7,0.0,0.0,0.0,42.1,42.1,0.0,377.7,0.0,204.5,582.2,0.0,0.0,0.0,61.5,61.5,0.0,0.0,0.0,137.0,137.0,0.0,0.0,0.0,187.6,187.6,7904.2,2102.1,1468.4,758.4,12233.1,0.0,377.7,0.0,758.4,1136.1,,,,,,,,,,,,,,,,,,,,
1994,Delaware,457.6,67.0,191.0,41.1,756.7,141.6,12.4,23.4,8.3,185.7,20.0,20.0,0.0,0.0,40.0,4.5,1.3,0.0,0.0,5.8,124.7,125.0,1.0,0.0,250.7,84.8,0.4,1.1,0.6,86.9,0.0,64.1,146.1,83.1,293.3,512.1,178.0,685.0,26.6,1401.7,,,,,0.0,2.3,0.0,1.9,8.3,12.5,0.4,0.0,0.1,0.6,1.1,0.0,56.0,73.8,83.1,212.9,0.0,0.3,0.0,0.2,0.5,0.5,0.0,14.7,7.0,22.2,12.1,0.0,16.8,60.5,89.4,1345.3,468.2,1047.6,159.7,3020.8,15.3,56.3,107.3,159.7,338.6,,,,,,,,,,,,,,,,,,,,
1994,Florida,4899.7,846.7,650.8,0.0,6397.2,1581.7,105.9,243.9,612.4,2543.9,345.0,450.8,26.1,0.0,821.9,21.8,30.9,0.0,0.0,52.7,1769.1,2970.9,592.0,0.0,5332.0,1119.5,16.3,36.4,0.0,1172.2,0.0,740.9,3454.0,158.6,4353.5,3403.2,1842.4,9922.6,907.4,16075.6,,,,,0.0,10.0,0.0,61.0,612.0,683.0,110.7,0.0,9.6,0.0,120.3,0.0,740.9,2865.0,158.6,3764.5,0.0,10.9,89.2,0.0,100.1,22.1,0.0,562.8,300.0,884.9,85.0,0.0,550.0,607.4,1242.4,13140.0,7004.8,14925.8,1678.4,36749.0,227.8,751.8,4137.6,1678.0,6795.2,,,,,,,,,,,,,,,,,,,,
1994,Georgia,3233.0,537.5,145.5,339.8,4255.8,1264.4,26.6,1156.2,135.0,2582.2,160.8,266.6,0.0,0.0,427.4,0.0,0.0,0.0,0.0,0.0,954.6,1949.9,221.8,0.0,3126.3,572.8,2.4,7.3,26.5,609.0,7.3,569.6,445.2,130.3,1152.4,2665.0,1265.0,370.6,175.4,4476.0,,,,,0.0,48.7,0.0,0.0,135.0,183.7,0.0,0.0,0.0,26.5,26.5,2.2,512.0,191.2,130.3,835.7,3.4,51.8,1.2,0.0,56.4,0.7,8.9,11.4,35.0,56.0,19.8,0.0,0.0,480.2,500.0,8857.9,4617.6,2346.6,807.0,16629.1,74.8,572.7,203.8,807.0,1658.3,,,,,,,,,,,,,,,,,,,,
1994,Hawaii,782.8,77.8,20.9,0.0,881.5,352.2,3.2,38.5,0.0,393.9,75.3,76.3,0.0,0.0,151.6,58.2,2.7,0.0,0.0,60.9,263.8,230.6,15.6,0.0,510.0,90.0,1.2,2.2,0.0,93.4,0.2,237.4,616.9,135.4,989.9,1436.9,201.6,798.9,737.9,3175.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.3,77.2,135.4,447.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.1,737.9,804.0,3059.4,830.8,1493.0,873.3,6256.5,0.0,237.3,141.3,873.3,1251.9,,,,,,,,,,,,,,,,,,,,
1994,Idaho,541.4,82.0,34.9,0.9,659.2,182.9,1.2,52.7,0.5,237.3,6.7,15.4,9.2,0.0,31.3,9.0,0.0,0.0,0.0,9.0,86.9,214.1,19.0,0.0,320.0,54.9,3.0,11.0,2.3,71.2,0.0,99.0,212.6,0.0,311.6,226.2,318.8,202.3,0.5,747.8,,,,,0.0,0.0,0.0,6.4,0.5,6.9,0.0,0.0,2.0,2.3,4.3,0.0,78.4,43.7,0.0,122.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.4,5.6,1108.0,733.5,541.7,4.2,2387.4,0.0,78.4,56.3,4.2,138.9,,,,,,,,,,,,,,,,,,,,
1994,Illinois,3583.0,788.8,49.0,1.2,4422.0,1720.4,16.6,577.8,144.5,2459.3,467.9,462.5,0.0,0.0,930.4,110.9,6.1,0.0,0.0,117.0,2049.6,2430.7,725.3,0.0,5205.6,669.3,0.0,39.4,26.9,735.6,39.3,112.4,2136.2,288.1,2576.0,2963.0,1624.5,2654.6,270.3,7512.4,,,,,0.0,4.6,0.0,3.1,144.5,152.2,2.0,0.0,0.0,26.9,28.9,0.0,0.0,966.2,288.1,1254.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,110.6,110.9,8.5,0.0,18.1,160.2,186.8,11603.4,5441.6,6182.3,731.0,23958.3,15.3,0.0,987.5,730.3,1733.1,,,,,,,,,,,,,,,,,,,,
1994,Indiana,2726.3,290.6,27.9,0.0,3044.8,986.2,24.8,3.8,0.0,1014.8,50.9,147.0,0.0,0.0,197.9,0.0,0.0,0.0,0.0,0.0,1090.5,1934.5,35.0,0.0,3060.0,307.6,7.2,18.2,11.7,344.7,1.3,393.0,794.5,35.1,1223.9,1477.0,960.0,1199.8,0.0,3636.8,,,,,0.0,0.0,0.0,5.0,0.0,5.0,9.5,0.0,24.6,11.7,45.8,1.1,286.5,259.4,35.1,582.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,42.0,0.0,73.7,6639.8,3757.1,2079.2,46.8,12522.9,42.3,286.5,331.0,46.8,706.6,,,,,,,,,,,,,,,,,,,,
1994,Iowa,1377.0,205.6,16.8,0.0,1599.4,686.2,242.8,1326.0,0.0,2255.0,44.2,87.3,43.8,0.0,175.3,18.8,0.0,0.0,0.0,18.8,320.7,636.5,86.7,0.0,1043.9,139.3,0.0,17.9,0.0,157.2,11.0,230.7,528.6,0.0,770.3,905.9,587.2,603.9,0.0,2097.0,,,,,0.0,0.1,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.7,0.0,5.3,0.0,7.0,0.8,0.0,2.7,0.0,3.5,3503.1,1990.1,2623.7,0.0,8116.9,3.1,0.0,10.3,0.0,13.4,,,,,,,,,,,,,,,,,,,,
1994,Kansas,1532.8,161.3,11.2,0.0,1705.3,501.3,115.3,624.5,11.0,1252.1,51.2,74.0,0.0,0.0,125.2,10.3,0.0,0.5,0.0,10.8,148.4,405.6,142.4,0.0,696.4,177.8,0.6,20.8,0.8,200.0,88.8,204.1,274.4,34.1,601.4,600.4,650.4,940.5,0.0,2191.3,,,,,0.0,0.6,5.6,40.9,7.8,54.9,3.4,0.0,11.1,0.0,14.5,79.1,195.5,0.1,0.5,275.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.3,12.3,0.0,16.4,3111.0,1611.3,2014.3,45.9,6782.5,84.9,203.4,64.4,8.3,361.0,,,,,,,,,,,,,,,,,,,,
1994,Kentucky,2117.0,369.3,95.8,0.0,2582.1,759.0,2.2,1215.8,0.0,1977.0,58.6,146.5,2.2,0.0,207.3,24.7,38.6,18.2,0.0,81.5,391.0,1296.2,158.0,0.0,1845.2,174.6,1.2,9.6,0.0,185.4,2.9,243.8,783.4,0.0,1030.1,1112.1,602.9,1154.9,0.0,2869.9,,,,,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,80.3,0.0,80.3,4639.9,2700.7,3437.9,0.0,10778.5,0.0,0.0,208.7,0.0,208.7,,,,,,,,,,,,,,,,,,,,
1994,Louisiana,1838.8,471.1,233.6,0.0,2543.5,567.3,94.6,765.3,59.6,1486.8,46.3,113.7,11.0,0.0,171.0,3.8,10.5,0.0,0.0,14.3,362.2,3348.2,838.0,0.0,4548.4,320.5,0.9,13.2,10.5,345.1,32.5,312.4,489.3,31.5,865.7,1218.0,823.7,2388.0,98.4,4528.1,,,,,0.0,0.0,25.7,65.1,59.6,150.4,0.0,0.0,0.1,10.5,10.6,0.0,305.8,234.0,31.5,571.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.9,98.4,114.3,4389.4,5175.1,4738.4,200.0,14502.9,0.0,346.5,300.1,200.0,846.6,,,,,,,,,,,,,,,,,,,,
1994,Maine,517.6,15.3,0.0,0.0,532.9,163.7,0.0,0.5,2.9,167.1,43.6,74.6,45.3,0.0,163.5,20.9,0.3,0.3,0.0,21.5,180.6,537.3,118.3,0.0,836.2,59.9,1.1,0.7,0.3,62.0,2.3,99.4,170.2,43.2,315.1,604.2,276.8,587.4,8.1,1476.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.3,0.6,0.0,69.1,13.6,20.5,103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,1.0,3.6,2.5,4.2,1.2,11.5,1592.8,1004.8,922.7,54.5,3574.8,3.8,71.9,18.6,22.0,116.3,,,,,,,,,,,,,,,,,,,,
1994,Maryland,1996.8,287.8,18.5,0.0,2303.1,748.7,274.1,849.9,93.5,1966.2,131.9,135.1,42.3,0.0,309.3,47.0,13.1,1.3,0.0,61.4,972.1,907.2,10.1,0.0,1889.4,549.8,11.5,44.6,27.5,633.4,0.0,366.0,1331.5,39.5,1737.0,2160.3,797.7,666.1,249.0,3873.1,,,,,0.0,0.0,0.0,31.1,93.5,124.6,0.0,0.0,10.7,27.5,38.2,0.0,335.9,293.1,39.5,668.5,10.2,0.0,32.9,8.4,51.5,8.0,47.0,103.5,45.9,204.4,7.9,1.1,70.8,194.7,274.5,6606.6,2792.5,2964.3,409.5,12772.9,26.1,384.0,542.1,409.5,1361.7,,,,,,,,,,,,,,,,,,,,
1994,Massachusetts,1804.3,375.0,0.0,3.0,2182.3,670.1,183.0,2.4,0.9,856.4,356.0,402.6,0.0,0.0,758.6,307.0,26.0,0.0,0.0,333.0,1530.6,1996.6,0.0,0.0,3527.2,280.5,0.0,0.0,4.5,285.0,663.2,1095.6,0.0,396.6,2155.4,6464.0,476.0,544.0,351.3,7835.3,,,,,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,4.5,4.5,0.0,1095.6,0.0,396.6,1492.2,0.0,0.0,0.0,34.4,34.4,0.0,0.0,0.0,116.7,116.7,0.0,0.0,0.0,203.2,203.2,12075.7,4554.8,546.4,756.3,17933.2,0.0,1095.6,0.0,756.3,1851.9,,,,,,,,,,,,,,,,,,,,
1994,Michigan,746.0,678.0,3477.0,0.0,4901.0,1588.0,4.0,0.0,0.0,1592.0,429.0,556.0,177.0,0.0,1162.0,127.0,5.0,5.0,0.0,137.0,1260.0,2815.0,585.0,0.0,4660.0,1047.0,2.0,25.0,0.0,1074.0,0.0,457.0,1488.0,0.0,1945.0,2522.0,1803.0,2711.0,5.0,7041.0,,,,,0.0,32.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,10.0,0.0,43.0,14.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,28.0,162.0,1.0,1.0,5.0,169.0,7719.0,6320.0,8468.0,5.0,22512.0,204.0,46.0,41.0,5.0,296.0,,,,,,,,,,,,,,,,,,,,
1994,Minnesota,2613.1,303.6,40.2,26.0,2982.9,1431.0,37.0,9.4,50.2,1527.6,153.2,179.1,0.0,0.0,332.3,125.5,0.7,0.0,0.0,126.2,1189.7,1329.1,0.0,0.0,2518.8,199.4,4.3,6.5,12.3,222.5,42.3,134.1,1023.8,9.0,1209.2,2599.3,841.1,775.0,87.8,4303.2,,,,,0.0,15.9,0.7,0.2,50.2,67.0,1.8,0.1,0.4,12.3,14.6,0.0,80.7,339.0,9.0,428.7,0.0,0.0,0.0,0.0,0.0,1.5,1.6,10.2,20.2,33.5,12.3,7.4,13.3,93.7,126.7,8353.5,2829.0,1854.9,185.3,13222.7,31.5,90.5,363.1,185.4,670.5,,,,,,,,,,,,,,,,,,,,
1994,Mississippi,961.7,320.9,101.5,0.0,1384.1,365.3,61.9,488.6,0.0,915.8,17.4,55.2,0.0,0.0,72.6,0.0,1.4,0.0,0.0,1.4,159.9,1057.3,124.3,0.0,1341.5,94.5,0.8,3.2,0.0,98.5,1.7,226.3,373.2,0.0,601.2,549.8,588.4,324.3,0.0,1462.5,,,,,0.0,8.3,0.9,18.5,0.0,27.7,1.4,0.0,0.1,0.0,1.5,0.0,163.9,140.2,0.0,304.1,0.0,0.0,0.0,0.0,0.0,1.7,1.1,5.7,0.0,8.5,17.2,6.5,16.6,0.0,40.3,2150.3,2312.2,1415.1,0.0,5877.6,28.6,172.4,181.1,0.0,382.1,,,,,,,,,,,,,,,,,,,,
1994,Missouri,1695.0,369.0,529.0,0.0,2593.0,597.0,3.0,42.0,0.0,642.0,113.0,173.0,0.0,0.0,286.0,31.0,1.0,13.0,0.0,45.0,296.0,1437.0,494.0,0.0,2227.0,184.0,2.0,19.0,0.0,205.0,4.0,22.0,961.0,1.0,988.0,1740.0,865.0,945.0,21.0,3571.0,,,,,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,961.0,1.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,21.0,50.0,9.0,2.0,27.0,1.0,39.0,4660.0,2872.0,3003.0,22.0,10557.0,14.0,31.0,988.0,23.0,1056.0,,,,,,,,,,,,,,,,,,,,
1994,Montana,454.0,9.0,2.0,0.0,465.0,109.0,13.0,82.0,0.0,204.0,14.0,37.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,81.0,235.0,11.0,0.0,327.0,35.0,1.0,5.0,0.0,41.0,5.0,152.0,159.0,0.0,316.0,206.0,214.0,473.0,0.0,893.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,661.0,733.0,0.0,2298.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1994,Nebraska,513.6,129.7,1.8,0.0,645.1,371.1,70.2,436.4,9.8,887.5,23.6,37.5,0.0,0.0,61.1,6.4,0.3,0.0,0.0,6.7,203.0,374.4,9.2,0.0,586.6,59.4,0.9,4.9,0.0,65.2,1.9,2.5,421.9,0.0,426.3,432.7,358.1,384.1,0.0,1174.9,,,,,0.0,13.3,8.2,19.2,9.8,50.5,0.9,0.0,0.0,0.0,0.9,0.0,0.0,399.7,0.0,399.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.2,5.8,0.0,12.9,1611.7,973.6,1258.3,9.8,3853.4,18.1,11.4,424.7,9.8,464.0,,,,,,,,,,,,,,,,,,,,
1994,Nevada,334.3,71.9,78.0,0.0,484.2,198.8,0.0,56.0,40.1,294.9,23.4,23.4,0.0,0.0,46.8,3.8,0.2,0.0,0.0,4.0,116.3,198.6,55.6,0.0,370.5,111.6,6.9,83.0,10.0,211.5,0.0,109.0,306.9,0.0,415.9,235.1,202.7,1365.0,27.7,1830.5,,,,,0.0,0.6,0.0,0.0,40.1,40.7,0.9,0.0,0.0,10.0,10.9,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.4,0.9,0.2,6.7,0.0,27.3,34.2,1023.3,612.7,1944.5,77.8,3658.3,1.8,11.7,0.4,77.8,91.7,,,,,,,,,,,,,,,,,,,,
1994,New Hampshire,57.4,65.2,38.4,0.1,161.1,79.3,4.0,27.3,10.0,120.6,27.7,31.1,3.4,0.0,62.2,4.8,0.5,4.6,0.0,9.9,165.9,454.3,286.0,0.0,906.2,38.6,1.9,3.1,0.9,44.5,2.7,96.1,190.9,3.0,292.7,440.2,204.6,157.1,14.6,816.5,,,,,0.0,1.4,0.0,0.0,10.0,11.4,0.2,0.1,0.0,0.9,1.2,0.4,0.0,90.1,3.0,93.5,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,4.5,6.2,5.4,3.1,0.0,10.2,18.7,816.6,857.7,710.8,28.6,2413.7,8.4,3.9,90.1,28.6,131.0,,,,,,,,,,,,,,,,,,,,
1994,New Jersey,4638.1,483.4,0.0,0.0,5121.5,1004.2,13.4,0.0,93.8,1111.4,243.0,257.0,0.0,0.0,500.0,238.0,51.0,0.0,0.0,289.0,2045.5,2385.1,487.9,0.0,4918.5,637.1,2.3,0.0,27.3,666.7,668.7,499.1,413.0,50.5,1631.3,5142.1,833.8,2136.6,346.1,8458.6,,,,,0.0,6.0,0.0,0.0,93.8,99.8,0.0,0.0,0.0,27.3,27.3,165.2,483.0,395.7,50.5,1094.4,0.0,0.0,0.0,0.0,0.0,15.7,66.1,0.0,223.0,304.8,181.0,0.0,0.0,73.7,254.7,14616.7,4525.1,3037.5,517.7,22697.0,367.9,549.1,395.7,468.3,1781.0,,,,,,,,,,,,,,,,,,,,
